wrk497,11/30/2011 13:31,unavailable
wrk488,11/30/2011 13:24,unavailable
wrk487,11/30/2011 13:24,unavailable
wrk491,11/30/2011 13:23,available
wrk482,11/30/2011 13:22,unavailable
wrk496,11/30/2011 13:22,unavailable
wrk489,11/30/2011 13:21,unavailable
wrk491,11/30/2011 13:19,unavailable
wrk487,11/30/2011 13:13,available
wrk497,11/30/2011 13:12,available
wrk503,11/30/2011 13:10,available
wrk505,11/30/2011 13:06,available
wrk497,11/30/2011 13:05,unavailable
wrk719,11/30/2011 13:05,unavailable
wrk503,11/30/2011 13:05,unavailable
wrk493,11/30/2011 13:04,unavailable
wrk478,11/30/2011 13:04,unavailable
wrk709,11/30/2011 13:03,unavailable
wrk545,11/30/2011 13:00,unavailable
wrk509,11/30/2011 12:59,available
wrk488,11/30/2011 12:55,available
wrk497,11/30/2011 12:55,available
wrk545,11/30/2011 12:53,available
wrk490,11/30/2011 12:52,unavailable
wrk488,11/30/2011 12:51,unavailable
wrk489,11/30/2011 12:51,available
wrk493,11/30/2011 12:48,available
wrk712,11/30/2011 12:48,unavailable
wrk709,11/30/2011 12:48,available
wrk482,11/30/2011 12:47,available
wrk478,11/30/2011 12:46,available
wrk712,11/30/2011 12:45,available
wrk567,11/30/2011 12:45,available
wrk710,11/30/2011 12:45,unavailable
wrk488,11/30/2011 12:45,available
wrk497,11/30/2011 12:45,unavailable
wrk566,11/30/2011 12:44,available
wrk509,11/30/2011 12:44,unavailable
wrk570,11/30/2011 12:44,available
wrk568,11/30/2011 12:42,available
wrk565,11/30/2011 12:41,available
wrk491,11/30/2011 12:41,available
wrk582,11/30/2011 12:37,available
wrk492,11/30/2011 12:37,unavailable
wrk712,11/30/2011 12:36,unavailable
wrk509,11/30/2011 12:34,available
wrk496,11/30/2011 12:34,available
wrk460,11/30/2011 12:34,available
wrk712,11/30/2011 12:32,available
wrk492,11/30/2011 12:31,available
wrk490,11/30/2011 12:30,available
wrk710,11/30/2011 12:28,available
wrk477,11/30/2011 12:28,unavailable
wrk569,11/30/2011 12:27,available
wrk709,11/30/2011 12:27,unavailable
wrk571,11/30/2011 12:26,available
wrk719,11/30/2011 12:26,available
wrk717,11/30/2011 12:25,unavailable
wrk709,11/30/2011 12:25,available
wrk460,11/30/2011 12:18,unavailable
wrk717,11/30/2011 12:15,available
wrk497,11/30/2011 12:12,available
wrk477,11/30/2011 12:11,available
wrk505,11/30/2011 12:09,unavailable
wrk504,11/30/2011 12:09,available
wrk480,11/30/2011 12:08,unavailable
wrk477,11/30/2011 12:08,unavailable
wrk504,11/30/2011 12:06,unavailable
wrk509,11/30/2011 12:05,unavailable
wrk504,11/30/2011 12:03,available
wrk719,11/30/2011 12:03,unavailable
wrk490,11/30/2011 12:03,unavailable
wrk505,11/30/2011 12:03,available
wrk480,11/30/2011 12:03,available
wrk488,11/30/2011 12:02,unavailable
wrk499,11/30/2011 12:01,unavailable
wrk719,11/30/2011 12:00,available
wrk408,11/30/2011 12:00,available
wrk509,11/30/2011 11:59,available
wrk478,11/30/2011 11:59,unavailable
wrk487,11/30/2011 11:59,unavailable
wrk505,11/30/2011 11:58,unavailable
wrk570,11/30/2011 11:58,unavailable
wrk496,11/30/2011 11:57,unavailable
wrk481,11/30/2011 11:57,unavailable
wrk460,11/30/2011 11:55,available
wrk478,11/30/2011 11:54,available
wrk487,11/30/2011 11:53,available
wrk493,11/30/2011 11:53,unavailable
wrk717,11/30/2011 11:51,unavailable
wrk488,11/30/2011 11:51,available
wrk717,11/30/2011 11:48,available
wrk408,11/30/2011 11:47,unavailable
wrk480,11/30/2011 11:47,unavailable
wrk489,11/30/2011 11:47,unavailable
wrk565,11/30/2011 11:46,unavailable
wrk504,11/30/2011 11:45,unavailable
wrk475,11/30/2011 11:44,available
wrk505,11/30/2011 11:43,available
wrk460,11/30/2011 11:42,unavailable
wrk581,11/30/2011 11:41,unavailable
wrk565,11/30/2011 11:39,available
wrk477,11/30/2011 11:36,available
wrk480,11/30/2011 11:33,available
wrk581,11/30/2011 11:33,available
wrk489,11/30/2011 11:31,available
wrk509,11/30/2011 11:29,unavailable
wrk581,11/30/2011 11:29,unavailable
wrk719,11/30/2011 11:28,unavailable
wrk565,11/30/2011 11:27,unavailable
wrk509,11/30/2011 11:24,available
wrk581,11/30/2011 11:24,available
wrk475,11/30/2011 11:24,unavailable
wrk719,11/30/2011 11:23,available
wrk477,11/30/2011 11:23,unavailable
wrk505,11/30/2011 11:23,unavailable
wrk508,11/30/2011 11:21,available
wrk719,11/30/2011 11:19,unavailable
wrk712,11/30/2011 11:17,unavailable
wrk719,11/30/2011 11:16,available
wrk478,11/30/2011 11:15,unavailable
wrk488,11/30/2011 11:13,unavailable
wrk565,11/30/2011 11:13,available
wrk501,11/30/2011 11:11,unavailable
wrk719,11/30/2011 11:10,unavailable
wrk508,11/30/2011 11:08,unavailable
wrk501,11/30/2011 11:07,available
wrk474,11/30/2011 11:06,unavailable
wrk488,11/30/2011 11:03,available
wrk478,11/30/2011 10:59,available
wrk570,11/30/2011 10:59,available
wrk487,11/30/2011 10:57,unavailable
wrk572,11/30/2011 10:57,unavailable
wrk712,11/30/2011 10:57,available
wrk492,11/30/2011 10:55,unavailable
wrk719,11/30/2011 10:54,available
wrk408,11/30/2011 10:52,available
wrk487,11/30/2011 10:52,available
wrk492,11/30/2011 10:51,available
wrk582,11/30/2011 10:50,unavailable
wrk578,11/30/2011 10:50,unavailable
wrk570,11/30/2011 10:49,unavailable
wrk492,11/30/2011 10:46,unavailable
wrk480,11/30/2011 10:45,unavailable
wrk582,11/30/2011 10:45,available
wrk572,11/30/2011 10:41,available
wrk578,11/30/2011 10:41,available
wrk489,11/30/2011 10:38,unavailable
wrk492,11/30/2011 10:32,available
wrk480,11/30/2011 10:31,available
wrk569,11/30/2011 10:23,unavailable
wrk508,11/30/2011 10:21,available
wrk478,11/30/2011 10:19,unavailable
wrk478,11/30/2011 10:14,available
wrk508,11/30/2011 10:10,unavailable
wrk578,11/30/2011 10:10,unavailable
wrk508,11/30/2011 10:08,available
wrk709,11/30/2011 10:05,unavailable
wrk501,11/30/2011 10:02,unavailable
wrk408,11/30/2011 10:00,unavailable
wrk709,11/30/2011 10:00,available
wrk717,11/30/2011 9:59,unavailable
wrk581,11/30/2011 9:58,unavailable
wrk497,11/30/2011 9:56,unavailable
wrk492,11/30/2011 9:56,unavailable
wrk717,11/30/2011 9:56,available
wrk488,11/30/2011 9:56,unavailable
wrk480,11/30/2011 9:53,unavailable
wrk710,11/30/2011 9:52,unavailable
wrk574,11/30/2011 9:51,unavailable
wrk488,11/30/2011 9:51,available
wrk488,11/30/2011 9:50,unavailable
wrk497,11/30/2011 9:49,available
wrk492,11/30/2011 9:48,available
wrk710,11/30/2011 9:47,available
wrk482,11/30/2011 9:46,unavailable
wrk505,11/30/2011 9:46,available
wrk508,11/30/2011 9:45,unavailable
wrk479,11/30/2011 9:45,unavailable
wrk574,11/30/2011 9:45,available
wrk480,11/30/2011 9:44,available
wrk497,11/30/2011 9:43,unavailable
wrk491,11/30/2011 9:42,unavailable
wrk569,11/30/2011 9:42,available
wrk408,11/30/2011 9:41,available
wrk501,11/30/2011 9:41,available
wrk578,11/30/2011 9:40,available
wrk570,11/30/2011 9:40,available
wrk479,11/30/2011 9:40,available
wrk488,11/30/2011 9:39,available
wrk497,11/30/2011 9:38,available
wrk573,11/30/2011 9:37,unavailable
wrk581,11/30/2011 9:36,available
wrk719,11/30/2011 9:32,unavailable
wrk719,11/30/2011 9:28,available
wrk491,11/30/2011 9:26,available
wrk490,11/30/2011 9:24,available
wrk505,11/30/2011 9:22,unavailable
wrk573,11/30/2011 9:20,available
wrk490,11/30/2011 9:17,unavailable
wrk568,11/30/2011 9:16,unavailable
wrk709,11/30/2011 9:15,unavailable
wrk408,11/30/2011 9:12,unavailable
wrk568,11/30/2011 9:11,available
wrk495,11/30/2011 9:10,unavailable
wrk503,11/30/2011 9:09,available
wrk709,11/30/2011 9:08,available
wrk505,11/30/2011 9:06,available
wrk578,11/30/2011 8:58,unavailable
wrk488,11/30/2011 8:58,unavailable
wrk485,11/30/2011 8:58,unavailable
wrk488,11/30/2011 8:53,available
wrk572,11/30/2011 8:52,unavailable
wrk490,11/30/2011 8:51,available
wrk717,11/30/2011 8:51,unavailable
wrk488,11/30/2011 8:51,unavailable
wrk495,11/30/2011 8:49,available
wrk503,11/30/2011 8:48,unavailable
wrk501,11/30/2011 8:46,unavailable
wrk488,11/30/2011 8:40,available
wrk709,11/30/2011 8:39,unavailable
wrk505,11/30/2011 8:39,unavailable
wrk717,11/30/2011 8:38,available
wrk569,11/30/2011 8:37,unavailable
wrk710,11/30/2011 8:37,unavailable
wrk717,11/30/2011 8:34,unavailable
wrk581,11/30/2011 8:26,unavailable
wrk719,11/30/2011 8:25,unavailable
wrk492,11/30/2011 8:25,unavailable
wrk565,11/30/2011 8:24,unavailable
wrk719,11/30/2011 8:23,available
wrk545,11/30/2011 8:22,unavailable
wrk478,11/30/2011 8:21,unavailable
wrk566,11/30/2011 8:21,unavailable
wrk719,11/30/2011 8:21,unavailable
wrk497,11/30/2011 8:17,unavailable
wrk495,11/30/2011 8:15,unavailable
wrk500,11/30/2011 8:12,unavailable
wrk545,11/30/2011 8:11,available
wrk490,11/30/2011 8:08,unavailable
wrk570,11/30/2011 8:07,unavailable
wrk503,11/30/2011 8:05,available
wrk487,11/30/2011 8:03,unavailable
wrk570,11/30/2011 8:02,available
wrk503,11/30/2011 8:02,unavailable
wrk710,11/30/2011 8:01,available
wrk509,11/30/2011 8:01,unavailable
wrk574,11/30/2011 8:00,unavailable
wrk719,11/30/2011 7:59,available
wrk488,11/30/2011 7:58,unavailable
wrk582,11/30/2011 7:56,unavailable
wrk545,11/30/2011 7:48,unavailable
wrk573,11/30/2011 7:45,unavailable
wrk509,11/30/2011 7:45,available
wrk717,11/30/2011 7:43,available
wrk487,11/30/2011 7:37,available
wrk712,11/30/2011 7:36,unavailable
wrk478,11/30/2011 7:34,available
wrk488,11/30/2011 7:33,available
wrk495,11/30/2011 7:31,available
wrk710,11/30/2011 7:30,unavailable
wrk712,11/30/2011 7:29,available
wrk709,11/30/2011 7:29,available
wrk488,11/30/2011 7:28,unavailable
wrk719,11/30/2011 7:27,unavailable
wrk719,11/30/2011 7:25,available
wrk487,11/30/2011 7:25,unavailable
wrk479,11/30/2011 7:23,unavailable
wrk509,11/30/2011 7:22,unavailable
wrk567,11/30/2011 7:19,unavailable
wrk570,11/30/2011 7:15,unavailable
wrk480,11/30/2011 7:15,unavailable
wrk571,11/30/2011 7:14,unavailable
wrk717,11/30/2011 7:13,unavailable
wrk712,11/30/2011 7:12,unavailable
wrk709,11/30/2011 7:09,unavailable
wrk568,11/30/2011 7:08,unavailable
wrk651,11/30/2011 7:05,unavailable
wrk719,11/30/2011 7:04,unavailable
wrk491,11/30/2011 7:00,unavailable
wrk495,11/30/2011 6:58,unavailable
wrk478,11/30/2011 6:53,unavailable
wrk491,11/30/2011 0:58,available
wrk492,11/30/2011 0:58,available
wrk719,11/29/2011 21:51,available
wrk712,11/29/2011 21:50,available
wrk712,11/29/2011 21:42,unavailable
wrk488,11/29/2011 21:40,available
wrk651,11/29/2011 20:56,available
wrk568,11/29/2011 20:45,available
wrk509,11/29/2011 20:39,available
wrk571,11/29/2011 20:17,available
wrk719,11/29/2011 20:10,unavailable
wrk497,11/29/2011 20:04,available
wrk578,11/29/2011 19:50,available
wrk499,11/29/2011 19:39,available
wrk566,11/29/2011 19:27,available
wrk488,11/29/2011 19:17,unavailable
wrk710,11/29/2011 19:15,available
wrk488,11/29/2011 19:10,available
wrk488,11/29/2011 19:04,unavailable
wrk509,11/29/2011 19:02,unavailable
wrk712,11/29/2011 19:00,available
wrk500,11/29/2011 18:58,available
wrk488,11/29/2011 18:57,available
wrk719,11/29/2011 18:48,available
wrk572,11/29/2011 18:35,available
wrk492,11/29/2011 18:29,unavailable
wrk568,11/29/2011 18:24,unavailable
wrk712,11/29/2011 18:20,unavailable
wrk489,11/29/2011 18:18,available
wrk497,11/29/2011 18:08,unavailable
wrk496,11/29/2011 18:02,available
wrk509,11/29/2011 17:59,available
wrk488,11/29/2011 17:47,unavailable
wrk499,11/29/2011 17:44,unavailable
wrk710,11/29/2011 17:43,unavailable
wrk488,11/29/2011 17:41,available
wrk478,11/29/2011 17:38,available
wrk496,11/29/2011 17:32,unavailable
wrk565,11/29/2011 17:28,available
wrk479,11/29/2011 17:27,available
wrk719,11/29/2011 17:22,unavailable
wrk489,11/29/2011 17:11,unavailable
wrk493,11/29/2011 17:11,available
wrk487,11/29/2011 17:07,available
wrk719,11/29/2011 17:06,available
wrk474,11/29/2011 17:04,available
wrk710,11/29/2011 17:03,available
wrk581,11/29/2011 17:02,available
wrk573,11/29/2011 17:02,available
wrk709,11/29/2011 17:00,available
wrk477,11/29/2011 16:59,available
wrk712,11/29/2011 16:59,available
wrk709,11/29/2011 16:58,unavailable
wrk499,11/29/2011 16:54,available
wrk709,11/29/2011 16:54,available
wrk719,11/29/2011 16:54,unavailable
wrk478,11/29/2011 16:51,unavailable
wrk485,11/29/2011 16:46,available
wrk567,11/29/2011 16:46,available
wrk492,11/29/2011 16:44,available
wrk460,11/29/2011 16:44,available
wrk489,11/29/2011 16:38,available
wrk567,11/29/2011 16:37,unavailable
wrk574,11/29/2011 16:29,available
wrk460,11/29/2011 16:28,unavailable
wrk485,11/29/2011 16:27,unavailable
wrk495,11/29/2011 16:18,available
wrk719,11/29/2011 16:15,available
wrk501,11/29/2011 16:15,available
wrk481,11/29/2011 16:15,available
wrk717,11/29/2011 16:13,available
wrk480,11/29/2011 16:10,available
wrk545,11/29/2011 16:10,available
wrk569,11/29/2011 16:09,available
wrk567,11/29/2011 16:05,available
wrk568,11/29/2011 16:04,available
wrk717,11/29/2011 16:01,unavailable
wrk492,11/29/2011 16:00,unavailable
wrk570,11/29/2011 15:58,available
wrk480,11/29/2011 15:56,unavailable
wrk717,11/29/2011 15:54,available
wrk478,11/29/2011 15:54,available
wrk719,11/29/2011 15:47,unavailable
wrk565,11/29/2011 15:46,unavailable
wrk479,11/29/2011 15:45,unavailable
wrk582,11/29/2011 15:42,available
wrk572,11/29/2011 15:39,unavailable
wrk492,11/29/2011 15:38,available
wrk719,11/29/2011 15:35,available
wrk485,11/29/2011 15:27,available
wrk499,11/29/2011 15:23,unavailable
wrk490,11/29/2011 15:21,available
wrk499,11/29/2011 15:18,available
wrk719,11/29/2011 15:16,unavailable
wrk482,11/29/2011 15:15,available
wrk709,11/29/2011 15:15,unavailable
wrk578,11/29/2011 15:14,unavailable
wrk479,11/29/2011 15:13,available
wrk497,11/29/2011 15:10,available
wrk492,11/29/2011 15:08,unavailable
wrk569,11/29/2011 15:07,unavailable
wrk492,11/29/2011 14:57,available
wrk719,11/29/2011 14:56,available
wrk480,11/29/2011 14:55,available
wrk500,11/29/2011 14:54,unavailable
wrk545,11/29/2011 14:54,unavailable
wrk709,11/29/2011 14:53,available
wrk478,11/29/2011 14:53,unavailable
wrk497,11/29/2011 14:52,unavailable
wrk496,11/29/2011 14:51,available
wrk495,11/29/2011 14:51,unavailable
wrk719,11/29/2011 14:49,unavailable
wrk491,11/29/2011 14:49,unavailable
wrk709,11/29/2011 14:49,unavailable
wrk582,11/29/2011 14:48,unavailable
wrk573,11/29/2011 14:47,unavailable
wrk478,11/29/2011 14:47,available
wrk581,11/29/2011 14:47,unavailable
wrk492,11/29/2011 14:46,unavailable
wrk719,11/29/2011 14:45,available
wrk574,11/29/2011 14:45,unavailable
wrk497,11/29/2011 14:45,available
wrk572,11/29/2011 14:45,available
wrk480,11/29/2011 14:45,unavailable
wrk545,11/29/2011 14:44,available
wrk500,11/29/2011 14:43,available
wrk545,11/29/2011 14:42,unavailable
wrk574,11/29/2011 14:40,available
wrk709,11/29/2011 14:40,available
wrk501,11/29/2011 14:34,unavailable
wrk491,11/29/2011 14:32,available
wrk719,11/29/2011 14:32,unavailable
wrk505,11/29/2011 14:29,available
wrk495,11/29/2011 14:26,available
wrk477,11/29/2011 14:23,unavailable
wrk493,11/29/2011 14:23,unavailable
wrk485,11/29/2011 14:21,unavailable
wrk501,11/29/2011 14:20,available
wrk719,11/29/2011 14:17,available
wrk497,11/29/2011 14:16,unavailable
wrk477,11/29/2011 14:16,available
wrk719,11/29/2011 14:15,unavailable
wrk545,11/29/2011 14:14,available
wrk500,11/29/2011 14:12,unavailable
wrk497,11/29/2011 14:12,available
wrk492,11/29/2011 14:10,available
wrk651,11/29/2011 14:09,unavailable
wrk497,11/29/2011 14:07,unavailable
wrk500,11/29/2011 14:06,available
wrk581,11/29/2011 14:05,available
wrk479,11/29/2011 14:04,unavailable
wrk651,11/29/2011 14:04,available
wrk719,11/29/2011 14:01,available
wrk569,11/29/2011 14:00,available
wrk500,11/29/2011 13:59,unavailable
wrk505,11/29/2011 13:58,unavailable
wrk479,11/29/2011 13:57,available
wrk474,11/29/2011 13:56,unavailable
wrk479,11/29/2011 13:56,unavailable
wrk408,11/29/2011 13:56,available
wrk710,11/29/2011 13:55,unavailable
wrk496,11/29/2011 13:55,unavailable
wrk581,11/29/2011 13:54,unavailable
wrk497,11/29/2011 13:48,available
wrk499,11/29/2011 13:48,unavailable
wrk485,11/29/2011 13:45,available
wrk582,11/29/2011 13:43,available
wrk485,11/29/2011 13:41,unavailable
wrk460,11/29/2011 13:40,available
wrk499,11/29/2011 13:40,available
wrk485,11/29/2011 13:36,available
wrk565,11/29/2011 13:30,available
wrk709,11/29/2011 13:28,unavailable
wrk499,11/29/2011 13:27,unavailable
wrk717,11/29/2011 13:24,unavailable
wrk545,11/29/2011 13:23,unavailable
wrk500,11/29/2011 13:21,available
wrk578,11/29/2011 13:16,available
wrk479,11/29/2011 13:13,available
wrk545,11/29/2011 13:09,available
wrk719,11/29/2011 13:09,unavailable
wrk709,11/29/2011 13:09,available
wrk719,11/29/2011 13:07,available
wrk495,11/29/2011 13:05,unavailable
wrk709,11/29/2011 13:05,unavailable
wrk717,11/29/2011 13:04,available
wrk487,11/29/2011 13:02,unavailable
wrk710,11/29/2011 13:00,available
wrk569,11/29/2011 13:00,unavailable
wrk709,11/29/2011 12:59,available
wrk495,11/29/2011 12:58,available
wrk717,11/29/2011 12:53,unavailable
wrk500,11/29/2011 12:52,unavailable
wrk719,11/29/2011 12:51,unavailable
wrk545,11/29/2011 12:50,unavailable
wrk487,11/29/2011 12:49,available
wrk719,11/29/2011 12:48,available
wrk491,11/29/2011 12:47,unavailable
wrk478,11/29/2011 12:46,unavailable
wrk717,11/29/2011 12:46,available
wrk487,11/29/2011 12:46,unavailable
wrk499,11/29/2011 12:46,available
wrk501,11/29/2011 12:44,unavailable
wrk581,11/29/2011 12:44,available
wrk505,11/29/2011 12:44,available
wrk480,11/29/2011 12:44,available
wrk496,11/29/2011 12:43,available
wrk493,11/29/2011 12:43,available
wrk500,11/29/2011 12:43,available
wrk542,11/29/2011 12:43,available
wrk545,11/29/2011 12:42,available
wrk474,11/29/2011 12:42,available
wrk491,11/29/2011 12:42,available
wrk503,11/29/2011 12:41,available
wrk487,11/29/2011 12:41,available
wrk508,11/29/2011 12:40,available
wrk569,11/29/2011 12:40,available
wrk499,11/29/2011 12:39,unavailable
wrk477,11/29/2011 12:39,unavailable
wrk710,11/29/2011 12:38,unavailable
wrk488,11/29/2011 12:38,unavailable
wrk501,11/29/2011 12:38,available
wrk709,11/29/2011 12:36,unavailable
wrk710,11/29/2011 12:36,available
wrk499,11/29/2011 12:33,available
wrk488,11/29/2011 12:33,available
wrk508,11/29/2011 12:32,unavailable
wrk477,11/29/2011 12:32,available
wrk709,11/29/2011 12:30,available
wrk581,11/29/2011 12:29,unavailable
wrk566,11/29/2011 12:27,unavailable
wrk490,11/29/2011 12:27,unavailable
wrk709,11/29/2011 12:27,unavailable
wrk474,11/29/2011 12:25,unavailable
wrk478,11/29/2011 12:25,available
wrk717,11/29/2011 12:22,unavailable
wrk474,11/29/2011 12:20,available
wrk479,11/29/2011 12:19,unavailable
wrk460,11/29/2011 12:18,unavailable
wrk581,11/29/2011 12:17,available
wrk717,11/29/2011 12:16,available
wrk487,11/29/2011 12:15,unavailable
wrk710,11/29/2011 12:12,unavailable
wrk709,11/29/2011 12:10,available
wrk572,11/29/2011 12:10,unavailable
wrk542,11/29/2011 12:08,unavailable
wrk480,11/29/2011 12:08,unavailable
wrk505,11/29/2011 12:07,unavailable
wrk487,11/29/2011 12:06,available
wrk479,11/29/2011 12:06,available
wrk710,11/29/2011 12:06,available
wrk492,11/29/2011 12:05,unavailable
wrk480,11/29/2011 12:03,available
wrk578,11/29/2011 11:59,unavailable
wrk505,11/29/2011 11:59,available
wrk492,11/29/2011 11:58,available
